"DATE","LAT","LON","PIC"
2016-12-06T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-07T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-08T02:44:59.000Z,   6.02,  99.98, 0.00051400
2016-12-09T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-10T02:34:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-11T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-12T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-13T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-14T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-15T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-16T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-17T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-18T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-19T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-20T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-21T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-22T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-23T02:10:00.000Z,   6.02,  99.98, 0.00002199
2016-12-24T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-25T02:05:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-26T02:35:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-27T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-28T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-29T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2016-12-30T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2016-12-31T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-01T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-02T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-03T02:05:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-04T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-05T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-06T02:20:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-07T02:55:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-08T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-09T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-10T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-11T02:34:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-12T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-13T02:24:59.000Z,   6.02,  99.98, 0.00021800
2017-01-14T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-15T02:14:59.000Z,   6.02,  99.98, 0.00022200
2017-01-16T02:49:59.000Z,   6.02,  99.98, 0.00001400
2017-01-17T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-18T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-19T02:05:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-20T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-21T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-01-22T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-23T02:54:58.000Z,   6.02,  99.98, -32767.00000000
2017-01-24T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-25T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-26T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-27T02:34:59.000Z,   6.02,  99.98, 0.00001400
2017-01-28T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-29T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-01-30T02:59:59.000Z,   6.02,  99.98, 0.00001400
2017-01-31T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-01T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-02T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-03T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-04T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-05T02:29:59.000Z,   6.02,  99.98, 0.00024400
2017-02-06T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-07T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-08T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-09T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-10T02:44:59.000Z,   6.02,  99.98, 0.00001600
2017-02-11T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-12T02:34:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-13T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-14T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-15T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-16T02:15:00.000Z,   6.02,  99.98, 0.00058400
2017-02-17T02:50:00.000Z,   6.02,  99.98, 0.00116800
2017-02-18T02:20:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-19T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-20T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-21T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-22T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-02-23T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-24T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-25T02:29:59.000Z,   6.02,  99.98, 0.00001400
2017-02-26T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-27T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2017-02-28T02:34:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-01T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-02T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-03T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-04T02:34:59.000Z,   6.02,  99.98, 0.00002400
2017-03-05T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-06T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-07T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-08T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-09T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-10T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-11T02:45:00.000Z,   6.02,  99.98, 0.00001400
2017-03-12T02:54:59.000Z,   6.02,  99.98, 0.00001400
2017-03-13T02:29:59.000Z,   6.02,  99.98, 0.00001400
2017-03-14T02:44:59.000Z,   6.02,  99.98, 0.00001400
2017-03-15T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-16T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-17T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-18T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-19T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-20T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-21T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-22T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-23T02:40:00.000Z,   6.02,  99.98, 0.00014599
2017-03-24T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-25T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-26T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-27T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-28T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-29T02:35:00.000Z,   6.02,  99.98, -32767.00000000
2017-03-30T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-03-31T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-01T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-02T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-03T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-04T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-05T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-06T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-07T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-08T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-09T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-10T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-11T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-12T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-13T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-14T02:35:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-15T02:44:59.000Z,   6.02,  99.98, 0.00001400
2017-04-16T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-17T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-18T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-19T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-20T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-21T02:39:59.000Z,   6.02,  99.98, 0.00001400
2017-04-22T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-23T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-24T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-25T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-26T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-27T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-28T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-04-29T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-04-30T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-01T02:44:59.000Z,   6.02,  99.98, 0.00001400
2017-05-02T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-03T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-04T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-05T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-06T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-07T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-08T02:50:00.000Z,   6.02,  99.98, 0.00010400
2017-05-09T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-10T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-11T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-12T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-13T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-14T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-15T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-16T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-17T02:44:59.000Z,   6.02,  99.98, 0.00001400
2017-05-18T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-19T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-20T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-21T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-22T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-23T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-24T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-25T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-26T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-27T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-28T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-29T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-05-30T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-05-31T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-01T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-02T02:44:59.000Z,   6.02,  99.98, 0.00001800
2017-06-03T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-04T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-05T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-06T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-07T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-08T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-09T02:50:00.000Z,   6.02,  99.98, 0.00001400
2017-06-10T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-11T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-12T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-13T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-14T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-15T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-16T02:54:59.000Z,   6.02,  99.98, 0.00001400
2017-06-17T02:29:59.000Z,   6.02,  99.98, 0.00001400
2017-06-18T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-19T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-20T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-21T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-22T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-23T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-24T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-25T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-26T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-27T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-28T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-06-29T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-06-30T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-01T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-02T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-03T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-04T02:44:59.000Z,   6.02,  99.98, 0.00001400
2017-07-05T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-06T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-07T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-08T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-09T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-10T02:39:59.000Z,   6.02,  99.98, 0.00001400
2017-07-11T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-12T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-13T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-14T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-15T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-16T02:59:58.000Z,   6.02,  99.98, -32767.00000000
2017-07-17T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-18T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-19T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-20T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-21T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-22T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-23T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-24T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-25T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-26T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-27T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-28T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-07-29T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-30T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-07-31T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-01T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-02T02:45:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-03T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-04T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-05T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-06T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-07T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-08T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-09T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-10T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-11T02:39:59.000Z,   6.02,  99.98, 0.00009800
2017-08-12T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-13T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-14T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-15T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-16T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-17T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-18T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-19T02:55:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-20T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-21T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-22T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-23T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-24T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-25T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-26T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-27T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-28T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-29T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-08-30T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-08-31T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-01T02:55:09.000Z,   6.02,  99.98, -32767.00000000
2017-09-02T03:00:00.000Z,   6.02,  99.98, 0.00013199
2017-09-03T02:44:59.000Z,   6.02,  99.98, 0.00011600
2017-09-04T02:55:00.000Z,   6.02,  99.98, 0.00001200
2017-09-05T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-06T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-07T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-08T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-09T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-10T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-11T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-12T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-13T02:49:59.000Z,   6.02,  99.98, 0.00001800
2017-09-14T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-15T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-16T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-17T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-18T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-19T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-20T02:55:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-21T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-22T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-23T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-24T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-25T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-26T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-09-27T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-28T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-29T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-09-30T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-01T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-02T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-03T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-04T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-05T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-06T02:55:00.000Z,   6.02,  99.98, 0.00024800
2017-10-07T02:30:00.000Z,   6.02,  99.98, 0.00025200
2017-10-08T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-09T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-10T02:34:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-11T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-12T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-13T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-14T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-15T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-16T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-17T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-18T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-19T02:29:58.000Z,   6.02,  99.98, -32767.00000000
2017-10-20T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-21T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-22T02:54:58.000Z,   6.02,  99.98, -32767.00000000
2017-10-23T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-24T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-25T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-26T02:34:59.000Z,   6.02,  99.98, 0.00001400
2017-10-27T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-28T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-29T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-10-30T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-10-31T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-01T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-02T02:40:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-03T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-04T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-05T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-06T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-07T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-08T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-09T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-10T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-11T02:34:59.000Z,   6.02,  99.98, 0.00039200
2017-11-12T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-13T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-14T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-15T02:15:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-16T02:50:00.000Z,   6.02,  99.98, 0.00001200
2017-11-17T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-18T02:40:00.000Z,   6.02,  99.98, 0.00001800
2017-11-19T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-20T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-21T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-22T02:19:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-23T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-24T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-25T02:44:59.000Z,   6.02,  99.98, -32767.00000000
2017-11-26T02:05:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-27T02:35:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-28T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-29T02:25:00.000Z,   6.02,  99.98, -32767.00000000
2017-11-30T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-01T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-02T02:50:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-03T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-04T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-05T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-06T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-07T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-08T02:19:59.000Z,   6.02,  99.98, 0.00009999
2017-12-09T02:54:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-10T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-11T02:45:00.000Z,   6.02,  99.98, 0.00003200
2017-12-12T02:04:58.000Z,   6.02,  99.98, -32767.00000000
2017-12-13T02:35:00.000Z,   6.02,  99.98, 0.00007199
2017-12-14T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-15T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-16T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-17T02:14:59.000Z,   6.02,  99.98, 0.00003400
2017-12-18T02:49:59.000Z,   6.02,  99.98, 0.00001600
2017-12-19T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-20T01:25:00.000Z,   6.02,  99.98, 0.00001600
2017-12-21T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-22T02:29:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-23T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-24T02:20:00.000Z,   6.02,  99.98, -32767.00000000
2017-12-25T02:54:59.000Z,   6.02,  99.98, 0.00126600
2017-12-26T02:09:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-27T02:45:00.000Z,   6.02,  99.98, 0.00022800
2017-12-28T02:04:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-29T02:34:59.000Z,   6.02,  99.98, 0.00035400
2017-12-30T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2017-12-31T02:24:59.000Z,   6.02,  99.98, -32767.00000000
2018-01-01T02:59:59.000Z,   6.02,  99.98, -32767.00000000
2018-01-02T02:14:59.000Z,   6.02,  99.98, -32767.00000000
2018-01-03T02:49:59.000Z,   6.02,  99.98, -32767.00000000
2018-01-04T02:10:00.000Z,   6.02,  99.98, -32767.00000000
2018-01-05T02:39:59.000Z,   6.02,  99.98, -32767.00000000
2018-01-06T02:05:00.000Z,   6.02,  99.98, -32767.00000000
2018-01-07T02:30:00.000Z,   6.02,  99.98, -32767.00000000
2018-01-08T03:00:00.000Z,   6.02,  99.98, -32767.00000000
2018-01-09T02:19:59.000Z,   6.02,  99.98, -32767.00000000
